"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S2L77XMH","journalArticle","2017","Rolls, Robert J.; Hayden, Brian; Kahilainen, Kimmo K.","Conceptualising the interactive effects of climate change and biological invasions on subarctic freshwater fish","Ecology and Evolution","","20457758","10.1002/ece3.2982","http://doi.wiley.com/10.1002/ece3.2982","Climate change and species invasions represent key threats to global biodiversity. Subarctic freshwaters are sentinels for understanding both stressors because the effects of climate change are disproportionately strong at high latitudes and invasion of temperate species is prevalent. Here, we summarize the environmental effects of climate change and illustrate the ecological responses of freshwater fishes to these effects, spanning individual, population, community and ecosystem levels. Climate change is modifying hydrological cycles across atmospheric, terrestrial and aquatic components of subarctic ecosystems, causing increases in ambient water temperature and nutrient availability. These changes affect the individual behavior, habitat use, growth and metabolism, alter population spawning and recruitment dynamics, leading to changes in species abundance and distribution, modify food web structure, trophic interactions and energy flow within communities and change the sources, quantity and quality of energy and nutrients in ecosystems. Increases in temperature and its variability in aquatic environments underpin many ecological responses; however, altered hydrological regimes, increasing nutrient inputs and shortened ice cover are also important drivers of climate change effects and likely contribute to context-­dependent responses. Species invasions are a complex aspect of the ecology of climate change because the phenomena of invasion are both an effect and a driver of the ecological consequences of climate change. Using subarctic freshwaters as an example, we illustrate how climate change can alter three distinct aspects of species invasions: (1) the vulnerability of ecosystems to be invaded, (2) the potential for species to spread and invade new habitats, and (3) the subsequent ecological effects of invaders. We identify three fundamental knowledge gaps focused on the need to determine (1) how environmental and landscape characteristics influence the ecological impact of climate change, (2) the separate and combined effects of climate and non-n­ ative invading species and (3) the underlying ecological processes or mechanisms responsible for changes in patterns of biodiversity.","2017-06","2019-02-12 05:44:47","2019-03-11 23:20:39","2019-02-12 05:44:47","4109-4128","","12","7","","","","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/Q67WP4JF/Rolls et al. - 2017 - Conceptualising the interactive effects of climate.pdf","","freshwater; downloaded by Lillian; temperature; excluded - review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRZHNVQQ","journalArticle","2017","Turcotte, Benoit; Morse, Brian","The Winter Environmental Continuum of Two Watersheds","Water","","2073-4441","10.3390/w9050337","http://www.mdpi.com/2073-4441/9/5/337","This paper examines the winter ecosystemic behavior of two distinct watersheds. In cold-temperate regions, the hydrological signal and environmental parameters can ﬂuctuate dramatically over short periods of time, causing major impacts to aquatic habitats. This paper presents the results of the 2011–2012 winter ﬁeld campaign in streams and rivers near Quebec City, QC, Canada. The objective was to quantify water quantity and quality parameters and their environmental connectivity from headwater creeks above to the larger rivers below over the entire freeze-up, mid-winter and breakup periods with a view toward exploring the watershed continuum. The paper presents how aquatic pulses (water level, discharge, temperature, conductivity, dissolved oxygen and turbidity, measured at seven sites on an hourly basis along channels of different sizes and orders) evolve through the aquatic environment. Ice conditions and the areal ice coverage were also evaluated (on a daily time step along each instrumented channel). Some ﬁndings of the investigation revealed that water temperatures remained well above 0 ◦C during winter in headwater channels, that dissolved oxygen levels during winter were relatively high, but with severe depletions prior to and during breakup in speciﬁc settings, that high conductivity spikes occurred during runoff events, that annual turbidity extremes were measured in the presence of ice and that dynamic ice cover breakup events have the potential to generate direct or indirect mortality among aquatic species and to dislodge the largest rocks in the channel. The authors believe that the environmental impact of a number of winter ﬂuvial processes needs to be further investigated, and the relative signiﬁcance of the winter period in the annual environmental cycle should be given additional attention.","2017-05-09","2019-02-12 05:46:22","2019-03-13 02:04:23","2019-02-12 05:46:22","337","","5","9","","","","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/PCVHREBC/Turcotte and Morse - 2017 - The Winter Environmental Continuum of Two Watershe.pdf","","freshwater; downloaded by Lillian; temperature; excluded because not extreme event","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5X9KQNI6","journalArticle","2017","Rasconi, Serena; Winter, Katharina; Kainz, Martin J.","Temperature increase and fluctuation induce phytoplankton biodiversity loss - Evidence from a multi-seasonal mesocosm experiment","Ecology and Evolution","","20457758","10.1002/ece3.2889","http://doi.wiley.com/10.1002/ece3.2889","Global climate change scenarios predict lake water temperatures to increase up to 4°C and extreme weather events, including heat waves and large temperature fluctuations, to occur more frequently. Such changes may result in a reorganization of the plankton community structure, causing shifts in diversity and structure toward a community dominated by fewer species that are more adapted to endure warmer and irregular temperature conditions. We designed a long-­term (8 months) mesocosm experiment to explore how ambient water temperature (C: control), induced increased temperature (T: +4°C), and temperature fluctuations (F: ±4°C relative to T) change phytoplankton phenology, taxonomical diversity, and community structure, and how such changes affected zooplankton abundance and composition. Synthesis. Our results show that T and F relative to C significantly decreased phytoplankton diversity. Moreover, there was a clear effect of the temperature treatments (T and F) on phytoplankton size structure that resulted in a significantly lower growth of large species (i.e., large Chlorophyta) compared to C. Decreased diversity and evenness in the T and F treatments pushed the community toward the dominance of only a few phytoplankton taxa (mainly Cyanobacteria and Chlorophyta) that are better adapted to endure warmer and more irregular temperature conditions. The observed shift toward Cyanobacteria dominance may affect trophic energy transfer along the aquatic food web.","2017-05","2019-02-12 05:47:45","2019-03-11 23:17:47","2019-02-12 05:47:45","2936-2946","","9","7","","","","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/DEJQ6FX8/Rasconi et al. - 2017 - Temperature increase and fluctuation induce phytop.pdf","","freshwater; downloaded by Lillian; temperature; marine; downloaded by Brandon; excluded - experimental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6CGQP8K","journalArticle","2017","Jansen, M.; Geerts, A. N.; Rago, A.; Spanier, K. I.; Denis, C.; De Meester, L.; Orsini, L.","Thermal tolerance in the keystone species <i>Daphnia magna</i> -a candidate gene and an outlier analysis approach","Molecular Ecology","","09621083","10.1111/mec.14040","http://doi.wiley.com/10.1111/mec.14040","Changes in temperature have occurred throughout Earth’s history. However, current warming trends exacerbated by human activities impose severe and rapid loss of biodiversity. Although understanding the mechanisms orchestrating organismal response to climate change is important, remarkably few studies document their role in nature. This is because only few systems enable the combined analysis of genetic and plastic responses to environmental change over long time spans. Here, we characterize genetic and plastic responses to temperature increase in the aquatic keystone grazer Daphnia magna combining a candidate gene and an outlier analysis approach. We capitalize on the short generation time of our species, facilitating experimental evolution, and the production of dormant eggs enabling the analysis of long-term response to environmental change through a resurrection ecology approach. We quantify plasticity in the expression of 35 candidate genes in D. magna populations resurrected from a lake that experienced changes in average temperature over the past century and from experimental populations differing in thermal tolerance isolated from a selection experiment. By measuring expression in multiple genotypes from each of these populations in control and heat treatments, we assess plastic responses to extreme temperature events. By measuring evolutionary changes in gene expression between warm- and cold-adapted populations, we assess evolutionary response to temperature changes. Evolutionary response to temperature increase is also assessed via an outlier analysis using ESTlinked microsatellite loci. This study provides the ﬁrst insights into the role of plasticity and genetic adaptation in orchestrating adaptive responses to environmental change in D. magna.","2017-04","2019-02-12 05:48:46","2019-03-18 17:06:00","2019-02-12 05:48:46","2291-2305","","8","26","","","","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/FS7QZN8W/Jansen et al. - 2017 - Thermal tolerance in the keystone species iDaphn.pdf","","freshwater; downloaded by Lillian; temperature; excluded - experimental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDA8PLSF","journalArticle","2017","Weil, Tobias; De Filippo, Carlotta; Albanese, Davide; Donati, Claudio; Pindo, Massimo; Pavarini, Lorenzo; Carotenuto, Federico; Pasqui, Massimiliano; Poto, Luisa; Gabrieli, Jacopo; Barbante, Carlo; Sattler, Birgit; Cavalieri, Duccio; Miglietta, Franco","Legal immigrants: invasion of alien microbial communities during winter occurring desert dust storms","Microbiome","","2049-2618","10.1186/s40168-017-0249-7","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0249-7","Background: A critical aspect regarding the global dispersion of pathogenic microorganisms is associated with atmospheric movement of soil particles. Especially, desert dust storms can transport alien microorganisms over continental scales and can deposit them in sensitive sink habitats. In winter 2014, the largest ever recorded Saharan dust event in Italy was efficiently deposited on the Dolomite Alps and was sealed between dust-free snow. This provided us the unique opportunity to overcome difficulties in separating dust associated from “domestic” microbes and thus, to determine with high precision microorganisms transported exclusively by desert dust. Results: Our metagenomic analysis revealed that sandstorms can move not only fractions but rather large parts of entire microbial communities far away from their area of origin and that this microbiota contains several of the most stress-resistant organisms on Earth, including highly destructive fungal and bacterial pathogens. In particular, we provide first evidence that winter-occurring dust depositions can favor a rapid microbial contamination of sensitive sink habitats after snowmelt. Conclusions: Airborne microbial depositions accompanying extreme meteorological events represent a realistic threat for ecosystem and public health. Therefore, monitoring the spread and persistence of storm-travelling alien microbes is a priority while considering future trajectories of climatic anomalies as well as anthropogenically driven changes in land use in the source regions.","2017-12","2019-02-12 05:51:29","2019-03-13 02:17:46","2019-02-12 05:51:29","","","1","5","","","Legal immigrants","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/PEV8295U/Weil et al. - 2017 - Legal immigrants invasion of alien microbial comm.pdf","","freshwater; downloaded by Lillian; temperature; storm; downloaded by Brandon; excluded because not aquatic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JI595TRH","journalArticle","2019","Chi, Xupeng; Mueller-Navarra, Doerthe C.; Hylander, Samuel; Sommer, Ulrich; Javidpour, Jamileh","Food quality matters: Interplay among food quality, food quantity and temperature affecting life history traits of Aurelia aurita (Cnidaria: Scyphozoa) polyps","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2018.11.469","http://www.sciencedirect.com/science/article/pii/S0048969718348253","Understanding the interaction between organisms' life history traits and environmental factors is an essential task in ecology. In spite of the increasing appreciation of jellyfish as an important component in marine ecosystem, there are still considerable gaps in understanding how the phase transition from the benthic polyp to the pelagic medusa stage is influenced by multiple environmental factors, including nutrition. To investigate survival, growth, and phase transition of Aurelia aurita polyps, we designed a factorial experiment manipulating food quantity (20μg C, 5μg C and 1.5μg C polyp−1 every other day), food quality (Artemia salina and two dietary manipulated Acartia tonsa), and temperature (13°C, 20°C, and 27°C). Temperature was the key factor determining phase transition of polyps and negatively affecting their survival rate and growth at 27°C, which reflected a summer heatwave scenario. Furthermore, at polyps' optimum tolerance temperature (20°C) in our study, budding reproduction benefits from high food concentrations. Interestingly, polyps fed with food containing high level highly unsaturated fatty acid (HUFA) were able to compensate for physiological stress caused by the extreme temperature, and could enhance budding reproduction at optimum temperature. Moreover, benthic-pelagic coupling (strobilation) was determined by temperature but affected significantly by food conditions. Mild temperature together with optimum food conditions contributes to inducing more polyps, which may potentially bring about great ephyrae recruitments during overwintering. In contrast, heatwave events can potentially regulate plankton community structure accompanied by changes of nutritional conditions of primary and secondary producers and thus, negatively affect the population dynamics of polyps. We suggest a novel polyp tolerance curve, which can help to understand jellyfish population dynamics in different seasons and ecosystems. This sets up a baseline for understanding how anticipated global warming and food conditions may affect the population size of benthic polyps and consequently pelagic medusae.","2019-03-15","2019-02-12 17:05:57","2019-03-15 13:44:05","2019-02-12 17:05:56","1280-1288","","","656","","Science of The Total Environment","Food quality matters","","","","","","","","","","","","ScienceDirect","","","","/Users/lillian/Zotero/storage/MPZX7BR2/Chi et al. - 2019 - Food quality matters Interplay among food quality.pdf","","temperature; marine; downloaded by Brandon; excluded - experimental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q249YFGK","journalArticle","2018","Gibbs, Samantha J.; Sheward, Rosie M.; Bown, Paul R.; Poulton, Alex J.; Alvarez, Sarah A.","Warm plankton soup and red herrings: calcareous nannoplankton cellular communities and the Palaeocene–Eocene Thermal Maximum","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","","1364-503X, 1471-2962","10.1098/rsta.2017.0075","http://rsta.royalsocietypublishing.org/lookup/doi/10.1098/rsta.2017.0075","","2018-10-13","2019-02-12 17:12:56","2019-03-15 16:41:57","2019-02-12 17:12:56","20170075","","2130","376","","","Warm plankton soup and red herrings","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/HM3KGJU4/Gibbs et al. - 2018 - Warm plankton soup and red herrings calcareous na.pdf","","temperature; marine; downloaded by Brandon; excluded - not about extreme events","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MF7SFV79","journalArticle","2017","Laaha, Gregor; Gauster, Tobias; Tallaksen, Lena M.; Vidal, Jean-Philippe; Stahl, Kerstin; Prudhomme, Christel; Heudorfer, Benedikt; Vlnas, Radek; Ionita, Monica; Van Lanen, Henny A. J.; Adler, Mary-Jeanne; Caillouet, Laurie; Delus, Claire; Fendekova, Miriam; Gailliez, Sebastien; Hannaford, Jamie; Kingston, Daniel; Van Loon, Anne F.; Mediero, Luis; Osuch, Marzena; Romanowicz, Renata; Sauquet, Eric; Stagge, James H.; Wong, Wai K.","The European 2015 drought from a hydrological perspective","Hydrology and Earth System Sciences","","1607-7938","10.5194/hess-21-3001-2017","https://www.hydrol-earth-syst-sci.net/21/3001/2017/","Abstract. In 2015 large parts of Europe were affected by drought. In this paper, we analyze the hydrological footprint (dynamic development over space and time) of the drought of 2015 in terms of both severity (magnitude) and spatial extent and compare it to the extreme drought of 2003. Analyses are based on a range of low flow and hydrological drought indices derived for about 800 streamflow records across Europe, collected in a community effort based on a common protocol. We compare the hydrological footprints of both events with the meteorological footprints, in order to learn from similarities and differences of both perspectives and to draw conclusions for drought management. The region affected by hydrological drought in 2015 differed somewhat from the drought of 2003, with its center located more towards eastern Europe. In terms of low flow magnitude, a region surrounding the Czech Republic was the most affected, with summer low flows that exhibited return intervals of 100 years and more. In terms of deficit volumes, the geographical center of the event was in southern Germany, where the drought lasted a particularly long time. A detailed spatial and temporal assessment of the 2015 event showed that the particular behavior in these regions was partly a result of diverging wetness preconditions in the studied catchments. Extreme droughts emerged where preconditions were particularly dry. In regions with wet preconditions, low flow events developed later and tended to be less severe. For both the 2003 and 2015 events, the onset of the hydrological drought was well correlated with the lowest flow recorded during the event (low flow magnitude), pointing towards a potential for early warning of the severity of streamflow drought. Time series of monthly drought indices (both streamflow- and climate-based indices) showed that meteorological and hydrological events developed differently in space and time, both in terms of extent and severity (magnitude). These results emphasize that drought is a hazard which leaves different footprints on the various components of the water cycle at different spatial and temporal scales. The difference in the dynamic development of meteorological and hydrological drought also implies that impacts on various water-use sectors and river ecology cannot be informed by climate indices alone. Thus, an assessment of drought impacts on water resources requires hydrological data in addition to drought indices based solely on climate data. The transboundary scale of the event also suggests that additional efforts need to be undertaken to make timely pan-European hydrological assessments more operational in the future.","2017-06-22","2019-02-12 18:59:52","2019-03-18 17:21:13","2019-02-12 18:59:52","3001-3024","","6","21","","","","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/ZEFGUE56/Laaha et al. - 2017 - The European 2015 drought from a hydrological pers.pdf","","drought; downloaded by Jenna; fresh; excluded - not about ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8LIFFA5","journalArticle","2018","Shi, Haiyun; Chen, Ji; Wang, Keyi; Niu, Jun","A new method and a new index for identifying socioeconomic drought events under climate change: A case study of the East River basin in China","Science of The Total Environment","","00489697","10.1016/j.scitotenv.2017.10.321","https://linkinghub.elsevier.com/retrieve/pii/S0048969717330395","","2018-03","2019-02-12 18:56:23","2019-03-11 23:38:45","2019-02-12 18:56:23","363-375","","","616-617","","","A new method and a new index for identifying socioeconomic drought events under climate change","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/UT4J7Y2W/Shi et al. - 2018 - A new method and a new index for identifying socio.pdf","","freshwater; drought; storm; downloaded by Brandon; downloaded by Jenna; fresh; excluded - not about ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7HHWEVX","journalArticle","2018","Chatterjee, S.; Daniels, M. D.; Sheshukov, A. Y.; Gao, J.","Projected climate change impacts on hydrologic flow regimes in the Great Plains of Kansas","River Research and Applications","","1535-1467","10.1002/rra.3249","http://onlinelibrary.wiley.com/doi/abs/10.1002/rra.3249","Alteration of flow regimes due to change in climate and its potential impact on habitat and species has become a major cause of concern for riverine ecosystems. Areas that are more vulnerable to such changes are semiarid river systems or regions experiencing intermittent flow and cyclic droughts. Although ecological changes are expected to occur with flow regime alterations, the biological changes cannot be predicted until the flow in such regions is analysed. This study addresses this concern by providing an analysis of flow for a semiarid river basin in the Central Great Plains from a 50 and 100-year projection climate data. The projected data for these two periods are then compared with 30-year historical data to determine changes in flow. Five major components of flow regime, magnitude, duration, and timing of annual extreme water conditions, frequency and duration of high and low pulses, and rate and frequency of water condition changes, were examined with respect to climate change for their impact on the ecology of the basin. This analysis strongly suggests that inter- and intra-annual changes in flow regimes will result in the intensified drying of the basin represented by the increased number of low flow periods followed by higher occurrences of high flow events of shorter duration with expected changes in climate.","2018","2019-02-12 18:55:16","2019-03-11 20:45:27","2019-02-12 18:55:16","195-206","","3","34","","","","","","","","","","en","","","","","Wiley Online Library","","","","/Users/lillian/Zotero/storage/BR8MAPKD/Chatterjee et al. - 2018 - Projected climate change impacts on hydrologic flo.pdf; /Users/lillian/Zotero/storage/NBNM5IF3/rra.html","","drought; downloaded by Jenna; fresh; excluded because not ecology","GCM; Indicators of Hydrologic Alteration; Kansas; SWAT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDCWKDMV","journalArticle","1993","Fowler, S.; Laffoley, D.","Stability in Mediterranean-Atlantic sessile epifaunal communities at the northern limits of their range","Journal of Experimental Marine Biology and Ecology","","0022-0981","10.1016/0022-0981(93)90092-3","http://www.sciencedirect.com/science/article/pii/0022098193900923","A marine monitoring programme was established by the UK Nature Conservancy Council in 1984 at the Lundy and Isles of Scilly proposed marine nature reserves in southwest England to help determine their management requirements. The aim was to provide information on important marine habitats, longterm changes in community structure and the life history (particularly longevity and growth rales) and ecology of species of high nature conservation interest. The benthic studies mainly concentrated on communities of Mediterranean-Atlantic species which are at or near the northern limits of their distribution in the study sites. Many of the species and communities studied are very stable, long-lived and slow recruiting. They are, therefore, also vulnerable to damage. Southern species of cup corals were found to grow slowly and reproduce very infrequently, with populations showing a general decline during the study period. Species of sponges and southern soft corals also typically displayed very slow growth. Periods of above or below average sea water temperature arc considered to be particularly important factors affecting the persistence of Mediterranean-Atlantic species, with higher temperatures linked with recruitment events in scleractinians and unusually cold temperatures appearing to stop growth or even cause contraction in colony size or death in some species, such as certain sponges. The results illustrate the importance of abnormal climate years on species at the geographical limits of their distribution. The extreme stability of these communities of high nature conservation interest has implications for reserve management. Because of their poor capacity for recovery, long-lived and slowly recruiting Mediterranean-Atlantic species are considered to be particularly vulnerable to minor and infrequent damage, which might readily be overlooked in other communities, as well as to more major and widespread damaging events. Monitoring at Lundy and the Isles of Scilly will act as important control sites for monitoring work in the marine environment elsewhere around Britain.","1993-11-11","2019-02-12 18:00:04","2019-03-15 16:25:02","2019-02-12 18:00:04","109-127","","1","172","","Journal of Experimental Marine Biology and Ecology","","Changes in Marine Communities","","","","","","","","","","","ScienceDirect","","","","/Users/lillian/Zotero/storage/2HQ3T3V6/0022098193900923.html","","temperature; marine; downloaded by Brandon; PDF not available; excluded - does not describe extreme event","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNZEC54K","journalArticle","2010","Bergmann, Nina; Winters, Gidon; Rauch, Gisep; Eizaguirre, Christophe; Gu, Jenny; Nelle, Peter; Fricke, Birgit; Reusch, Thorsten B. H.","Population-specificity of heat stress gene induction in northern and southern eelgrass Zostera marina populations under simulated global warming","Molecular Ecology","","1365-294X","10.1111/j.1365-294X.2010.04731.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2010.04731.x","Summer heat waves have already resulted in mortality of coastal communities, including ecologically important seagrass meadows. Gene expression studies from controlled experiments can provide important insight as to how species/genotypes react to extreme events that will increase under global warming. In a common stress garden, we exposed three populations of eelgrass, Zostera marina, to extreme sea surface temperatures, simulating the 2003-European heat wave. Populations came from locations widely differing in their thermal regime, two northern European locations [Ebeltoft (Kattegat), Doverodde (Limfjord, Baltic Sea)], and one southern population from Gabicce Mare (Adriatic Sea), allowing to test for population specificity in the response to a realistic heat stress event. Eelgrass survival and growth as well as the expression of 12 stress associated candidate genes were assessed during and after the heat wave. Contrary to expectations, all populations suffered equally from 3 weeks of heat stress in terms of shoot loss. In contrast, populations markedly differed in multivariate measures of gene expression. While the gene expression profiles converged to pre-stress values directly after the heat wave, stress correlated genes were upregulated again 4 weeks later, in line with the observed delay in shoot loss. Target genes had to be selected based on functional knowledge in terrestrial plants, nevertheless, 10/12 genes were induced relative to the control treatment at least once during the heat wave in the fully marine plant Z. marina. This study underlines the importance of realistic stress and recovery scenarios in studying the impact of predicted climate change.","2010","2019-02-12 17:53:45","2019-03-11 19:20:19","2019-02-12 17:53:44","2870-2883","","14","19","","","","","","","","","","en","","","","","Wiley Online Library","","","","/Users/lillian/Zotero/storage/9RT6PC73/Bergmann et al. - 2010 - Population-specificity of heat stress gene inducti.pdf","","coastal; heat; temperature; marine; downloaded by Brandon; downloaded by Alex; excluded because experimental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HHNSBFK","journalArticle","2013","Thompson, Ross M.; Beardall, John; Beringer, Jason; Grace, Mike; Sardina, Paula","Means and extremes: building variability into community-level climate change experiments","Ecology Letters","","1461-0248","10.1111/ele.12095","https://www.onlinelibrary.wiley.com/doi/abs/10.1111/ele.12095","Experimental studies assessing climatic effects on ecological communities have typically applied static warming treatments. Although these studies have been informative, they have usually failed to incorporate either current or predicted future, patterns of variability. Future climates are likely to include extreme events which have greater impacts on ecological systems than changes in means alone. Here, we review the studies which have used experiments to assess impacts of temperature on marine, freshwater and terrestrial communities, and classify them into a set of ‘generations’ based on how they incorporate variability. The majority of studies have failed to incorporate extreme events. In terrestrial ecosystems in particular, experimental treatments have reduced temperature variability, when most climate models predict increased variability. Marine studies have tended to not concentrate on changes in variability, likely in part because the thermal mass of oceans will moderate variation. In freshwaters, climate change experiments have a much shorter history than in the other ecosystems, and have tended to take a relatively simple approach. We propose a new ‘generation’ of climate change experiments using down-scaled climate models which incorporate predicted changes in climatic variability, and describe a process for generating data which can be applied as experimental climate change treatments.","2013","2019-02-12 17:43:04","2019-03-13 01:42:39","2019-02-12 17:43:04","799-806","","6","16","","","Means and extremes","","","","","","","en","","","","","Wiley Online Library","","","","/Users/lillian/Zotero/storage/6EUTAUVC/Thompson et al. - 2013 - Means and extremes building variability into comm.pdf","","freshwater; downloaded by Lillian; temperature; marine; downloaded by Brandon; excluded because review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPICC3I9","book","2016","Brettar, Ingrid; Hoefle, Manfred G.; Pruzzo, Carla; Vezzulli, Luigi","Climate Change Effects on Planktonic Bacterial Communities in the Ocean - From Structure and Function to Long-term and Large-scale Observations","","978-1-910190-31-9","","","","Planktonic bacterial communities of marine environments can be considered to be affected by climate change through a set of direct and indirect effects. As direct effects of climate change, elevated temperature and ambient CO2 levels have to be taken into account. As indirect effects a large spectrum of impacts ranging from increased stratification of surface water, deoxygenation of subsurface water, increased occurrence of extreme weather events, and a changed food chain and nutrient regime resulting in a changed top down and bottom up control for bacterioplankton. All these direct and indirect effects will affect bacterial communities in a multifaceted way. Changes in the bacterial communities due to climate change impacts can be expected on all different taxonomic levels, i.e. from the clonal intraspecies level to the phylum level. The focus of the article will be on the evaluation of bacterioplankton observations over time and space and along climate gradients in the frame of environmental parameters allowing modelling with respect to climate change scenarios. A specific emphasis will be on bacterioplankton analysis based on analysis of samples of the Continuous Plankton Recorder Archive. This sample archive allowed insights into particle associated bacteria of coastal environments over more than the last 60 years. Beside effects of climate change effectors on bacterial growth and community composition, effects of climate change on bacteria-mediated marine biogeochemical cycling and potential hazards by increased abundance of pathogenic bacteria such as Vibrio cholerae will be considered.","2016","2019-02-12 17:34:54","2019-03-11 20:13:47","","","","","","","","","","","","","Caister Academic Press","Wymondham","English","","","","","Web of Science","","WOS:000388044700003","","","","temperature; marine; downloaded by Brandon; PDF not available; excluded because review, book","","Marxsen, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTCZGGJ6","journalArticle","2011","Franssen, S. U.; Gu, J.; Bergmann, N.; Winters, G.; Klostermeier, U. C.; Rosenstiel, P.; Bornberg-Bauer, E.; Reusch, T. B. H.","Transcriptomic resilience to global warming in the seagrass Zostera marina, a marine foundation species","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1107680108","http://www.pnas.org/cgi/doi/10.1073/pnas.1107680108","","2011-11-29","2019-02-12 17:50:34","2019-03-15 16:26:48","2019-02-12 17:50:34","19276-19281","","48","108","","","","","","","","","","en","","","","","Crossref","","","","/Users/lillian/Zotero/storage/ZJKDQSM5/Franssen et al. - 2011 - Transcriptomic resilience to global warming in the.pdf","","freshwater; downloaded by Lillian; temperature; marine; downloaded by Brandon; excluded - experimental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2R9GXLT","journalArticle","2012","Denny, Mark; Benedetti-Cecchi, Lisandro","Scaling Up in Ecology: Mechanistic Approaches","Annual Review of Ecology, Evolution, and Systematics","","","10.1146/annurev-ecolsys-102710-145103","https://doi.org/10.1146/annurev-ecolsys-102710-145103","Ecologists have long grappled with the problem of scaling up from tractable, small-scale observations and experiments to the prediction of large-scale patterns. Although there are multiple approaches to this formidable task, there is a common underpinning in the formulation, testing, and use of mechanistic response functions to describe how phenomena interact across scales. Here, we review the principles of response functions to illustrate how they provide a means to guide research, extrapolate beyond measured data, and simplify our conceptual grasp of reality. We illustrate these principles with examples of mechanistic approaches ranging from explorations of the ecological niche, random walks, and macrophysiology to theories dealing with scale transition, self-organization, and the prediction of extremes.","2012","2019-02-12 17:49:04","2019-03-15 14:21:23","2019-02-12 17:49:04","1-22","","1","43","","","Scaling Up in Ecology","","","","","","","","","","","","Annual Reviews","","","","","","temperature; marine; downloaded by Brandon; PDF not available; excluded - review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
